name,price,url,characteristics
Краска акриловая для фасадов JOBI FassadPremium суперстойкая База С матовая - 2.25 л,,https://order-nn.ru/kmo/catalog/9473/406003,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'ДСП\xa0/\xa0минеральные поверхности', 'Срок службы,': '10 лет', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'JOBI', 'Страна производителя': 'РОССИЯ', 'Цвет': 'база С', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '6', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '8', 'Время высыхания между слоями (ч)': '6', 'Фасовка (л)': '2.25', 'Базис': 'C'}"
Краска фасадная TEKNOS Siloksan Facade База PM3 глубокоматовая - 2.7 л,,https://order-nn.ru/kmo/catalog/9473/405287,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база PM3', 'Состав,': 'акрилово-силиконовый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '3', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '3', 'Фасовка (л)': '2.7', 'Базис': 'PM3'}"
Краска фасадная TEKNOS Siloksan Facade Белая глубокоматовая - 9 л,,https://order-nn.ru/kmo/catalog/9473/405286,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акрилово-силиконовый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '3', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '3', 'Фасовка (л)': '9', 'Базис': 'PM1'}"
Краска фасадная TEKNOS Siloksan Facade Белая глубокоматовая - 2.7 л,,https://order-nn.ru/kmo/catalog/9473/405284,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акрилово-силиконовый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '3', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '3', 'Фасовка (л)': '2.7', 'Базис': 'PM1'}"
Краска фасадная водоразбавляемая TEKNOS Akrylin База PM3 полуматовая - 9 л,,https://order-nn.ru/kmo/catalog/9473/405281,"{'Степень блеска поверхности': 'полуматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база PM3', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '7 кв.м/л', 'Расход (1 слой) - строганая древесина': '9 кв.м/л', 'Фасовка (л)': '9', 'Базис': 'PM3'}"
Краска фасадная водоразбавляемая TEKNOS Akrylin База PM3 полуматовая - 0.9 л,,https://order-nn.ru/kmo/catalog/9473/405280,"{'Степень блеска поверхности': 'полуматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база PM3', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '7 кв.м/л', 'Расход (1 слой) - строганая древесина': '9 кв.м/л', 'Фасовка (л)': '0.9', 'Базис': 'PM3'}"
Краска фасадная водоразбавляемая TEKNOS Akrylin База PM3 полуматовая - 2.7 л,,https://order-nn.ru/kmo/catalog/9473/405279,"{'Степень блеска поверхности': 'полуматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база PM3', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '7 кв.м/л', 'Расход (1 слой) - строганая древесина': '9 кв.м/л', 'Фасовка (л)': '2.7', 'Базис': 'PM3'}"
Краска акриловая фасадная ТЕКС Профи База D матовая - 4.5 л,,https://order-nn.ru/kmo/catalog/9473/405254,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'да', 'Колеровка': 'автоматическая', 'Тип поверхности': 'минеральные поверхности', 'Срок службы,': 'до 7 лет', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'ТЕКС.', 'Страна производителя': 'РОССИЯ', 'Цвет': 'база D', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '7', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '4.5', 'Базис': 'D'}"
Краска акриловая фасадная ТЕКС Профи Белая матовая - 4.5 л,,https://order-nn.ru/kmo/catalog/9473/405253,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'да', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Срок службы,': 'до 7 лет', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'ТЕКС.', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '7', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '4.5', 'Базис': 'A'}"
Краска фасадная Tikkurila Novasil База MRC совершенно матовая - 2.7 л,,https://order-nn.ru/kmo/catalog/9473/405251,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база MRC', 'Состав,': 'акрилово-силиконовый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '2.7', 'Базис': 'MRC'}"
Краска фасадная Tikkurila Novasil База MRC совершенно матовая - 9 л,,https://order-nn.ru/kmo/catalog/9473/405250,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база MRC', 'Состав,': 'акрилово-силиконовый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '9', 'Базис': 'MRC'}"
Краска акриловая фасадная HUSKY® Super Paint Exterior Белая матовая - 10 л,,https://order-nn.ru/kmo/catalog/9473/337320,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Срок службы,': '12 лет', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Husky', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '8', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '10', 'Базис': 'A'}"
Краска акриловая фасадная HUSKY® Super Paint Exterior Белая матовая - 2.5 л,,https://order-nn.ru/kmo/catalog/9473/337319,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Срок службы,': '12 лет', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Husky', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '8', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '2.5', 'Базис': 'A'}"
Краска для фасадов Лакра латексная Белая матовая - 14 кг,,https://order-nn.ru/kmo/catalog/9473/331065,"{'Степень блеска поверхности': 'матовая', 'Область применения': 'стены внутри помещения\xa0/\xa0стены снаружи помещения\xa0/\xa0для влажных помещений', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'да', 'Тип поверхности': 'кирпич\xa0/\xa0бетон\xa0/\xa0минеральные поверхности\xa0/\xa0оштукатуренная поверхность', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Лакра', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '1-2', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6.5-7 м2/кг', 'Время высыхания между слоями (ч)': '1', 'Фасовка, (кг)': '14'}"
Краска для фасадов Лакра латексная Белая матовая - 3 кг,,https://order-nn.ru/kmo/catalog/9473/331063,"{'Степень блеска поверхности': 'матовая', 'Область применения': 'стены внутри помещения\xa0/\xa0стены снаружи помещения\xa0/\xa0для влажных помещений', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'да', 'Тип поверхности': 'кирпич\xa0/\xa0бетон\xa0/\xa0минеральные поверхности\xa0/\xa0оштукатуренная поверхность', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Лакра', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '1-2', 'Рекомендованное количество слоев покрытия': '1-2', 'Расход (1 слой), (кв.м/л)': '6.5-7 м2/кг', 'Время высыхания между слоями (ч)': '1', 'Фасовка, (кг)': '3'}"
Краска акриловая фасадная OLIMP Эпсилон структурная Белая матовая - 10 л,,https://order-nn.ru/kmo/catalog/9473/329299,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'OLIMP', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Время полного высыхания (ч)': '24', 'Рекомендованное количество слоев покрытия': '1', 'Расход (1 слой), (кв.м/л)': '2', 'Время высыхания между слоями (ч)': '24', 'Фасовка (л)': '10'}"
Краска акриловая фасадная OLIMP Эпсилон структурная Белая матовая - 5 л,,https://order-nn.ru/kmo/catalog/9473/329298,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'OLIMP', 'Страна производителя': 'РОССИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Время полного высыхания (ч)': '24', 'Рекомендованное количество слоев покрытия': '1', 'Расход (1 слой), (кв.м/л)': '2', 'Время высыхания между слоями (ч)': '24', 'Фасовка (л)': '5'}"
Краска фасадная Tikkurila Novasil Белая совершенно матовая - 9 л,,https://order-nn.ru/kmo/catalog/9473/325063,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акрилово-силиконовый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '9', 'Базис': 'MRA'}"
Краска фасадная Tikkurila Novasil Белая совершенно матовая - 2.7 л,,https://order-nn.ru/kmo/catalog/9473/325031,"{'Степень блеска поверхности': 'глубокоматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'минеральные поверхности', 'Тип работ': 'внутренние работы\xa0/\xa0наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акрилово-силиконовый', 'Время полного высыхания (ч)': '12', 'Рекомендованное количество слоев покрытия': '2', 'Расход (1 слой), (кв.м/л)': '5', 'Время высыхания между слоями (ч)': '12', 'Фасовка (л)': '2.7', 'Базис': 'MRA'}"
Эмаль ремонтная Kudo RAL 9003 для профнастила и металлочерепицы с кисточкой сигнальная белая,,https://order-nn.ru/kmo/catalog/9465/526176,"{'Область применения': 'для кровли\xa0/\xa0для наружных поверхностей металла\xa0/\xa0для оборудования', 'Степень блеска поверхности': 'полуматовая', 'Тип поверхности': 'дерево\xa0/\xa0окрашенная древесина\xa0/\xa0металл\xa0/\xa0металоочерепица', 'Колеровка': 'нет', 'Состав,': 'алкидный', 'Тип работ': 'наружные работы', 'Бренд': 'Kudo', 'Страна производителя': 'РОССИЯ', 'Цвет': 'сигнальный белый', 'Артикул': 'KU-7RAL9003', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '5', 'Время высыхания на отлип, (ч)': '0.5-0.6', 'Расход (1 слой), (г/кв.м)': '0.02м2/один флакон', 'Температура применения, (град. C)': 'от +10', 'Рекомендованное количество слоев покрытия': '2-3', 'Время высыхания первого слоя (ч)': '0.25'}"
Эмаль ремонтная Kudo RAL 8017 для профнастила и металлочерепицы с кисточкой шоколадно-коричневая,,https://order-nn.ru/kmo/catalog/9465/526175,"{'Область применения': 'для кровли\xa0/\xa0для наружных поверхностей металла\xa0/\xa0для оборудования', 'Степень блеска поверхности': 'полуматовая', 'Тип поверхности': 'дерево\xa0/\xa0окрашенная древесина\xa0/\xa0металл\xa0/\xa0металоочерепица', 'Колеровка': 'нет', 'Состав,': 'алкидный', 'Тип работ': 'наружные работы', 'Бренд': 'Kudo', 'Страна производителя': 'РОССИЯ', 'Цвет': 'шоколадно-коричневый', 'Артикул': 'KU-7RAL8017', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '5', 'Время высыхания на отлип, (ч)': '0.5-0.6', 'Расход (1 слой), (г/кв.м)': '0.02м2/один флакон', 'Температура применения, (град. C)': 'от +10', 'Рекомендованное количество слоев покрытия': '2-3', 'Время высыхания первого слоя (ч)': '0.25'}"
Эмаль ремонтная Kudo RAL 6020 для профнастила и металлочерепицы с кисточкой зеленый хром,,https://order-nn.ru/kmo/catalog/9465/526174,"{'Область применения': 'для кровли\xa0/\xa0для наружных поверхностей металла\xa0/\xa0для оборудования', 'Степень блеска поверхности': 'полуматовая', 'Тип поверхности': 'дерево\xa0/\xa0окрашенная древесина\xa0/\xa0металл\xa0/\xa0металоочерепица', 'Колеровка': 'нет', 'Состав,': 'алкидный', 'Тип работ': 'наружные работы', 'Бренд': 'Kudo', 'Страна производителя': 'РОССИЯ', 'Цвет': 'зеленый хром', 'Артикул': 'KU-7RAL6020', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '5', 'Время высыхания на отлип, (ч)': '0.5-0.6', 'Расход (1 слой), (г/кв.м)': '0.02м2/один флакон', 'Температура применения, (град. C)': 'от +10', 'Рекомендованное количество слоев покрытия': '2-3', 'Время высыхания первого слоя (ч)': '0.25'}"
Краска TEKNOS Kirjo для листовой кровли Белая 2.7 л,,https://order-nn.ru/kmo/catalog/9465/434993,"{'Область применения': 'для кровли', 'Степень блеска поверхности': 'полуматовая', 'Тип поверхности': 'металл', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Состав,': 'алкидный', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Разбавитель (растворитель)': 'сольвент TEKNOSOLV 1621\xa0/\xa0TEKNOSOLV 9550', 'Способ нанесения': 'кисть\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '16', 'Время высыхания на отлип, (ч)': '4', 'Расход (1 слой), (г/кв.м)': '100-120', 'Температура применения, (град. C)': 'не ниже +5', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания первого слоя (ч)': '16', 'Фасовка (л)': '2.7', 'Базис': 'PM1'}"
Краска TEKNOS Kirjo для листовой кровли (База PM3) 2.7 л,,https://order-nn.ru/kmo/catalog/9465/434992,"{'Область применения': 'для кровли', 'Степень блеска поверхности': 'полуматовая', 'Тип поверхности': 'металл', 'Колеровка': 'автоматическая', 'Состав,': 'алкидный', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база РМ3', 'Разбавитель (растворитель)': 'сольвент TEKNOSOLV 1621\xa0/\xa0TEKNOSOLV 9550', 'Способ нанесения': 'кисть\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '16', 'Время высыхания на отлип, (ч)': '4', 'Расход (1 слой), (г/кв.м)': '100-120', 'Температура применения, (град. C)': 'не ниже +5', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания первого слоя (ч)': '16', 'Фасовка (л)': '2.7', 'Базис': 'PM3'}"
Краска масляная для дерева Tikkurila Teho База С полуглянцевая (9л),,https://order-nn.ru/kmo/catalog/9477/405235,"{'Степень блеска поверхности': 'полуглянцевая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база С', 'Состав,': 'алкидный\xa0/\xa0с добавлением масла', 'Разбавитель (растворитель)': 'уайт-спирит 1050\xa0/\xa0алкидный растворитель 2010\xa0/\xa0грунтовка Valtti', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '24', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '48', 'Расход (1 слой) - пиленая древесина': '7 м.кв/л', 'Расход (1 слой) - строганая древесина': '10 м.кв/л', 'Фасовка (л)': '9', 'Базис': 'C'}"
Краска масляная для дерева Tikkurila Teho База С полуглянцевая (0.9л),,https://order-nn.ru/kmo/catalog/9477/405234,"{'Степень блеска поверхности': 'полуглянцевая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'автоматическая', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'база С', 'Состав,': 'алкидный\xa0/\xa0с добавлением масла', 'Разбавитель (растворитель)': 'уайт-спирит 1050\xa0/\xa0алкидный растворитель 2010\xa0/\xa0грунтовка Valtti', 'Способ нанесения': 'кисть', 'Время полного высыхания (ч)': '24', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '48', 'Расход (1 слой) - пиленая древесина': '7 м.кв/л', 'Расход (1 слой) - строганая древесина': '10 м.кв/л', 'Фасовка (л)': '0.9', 'Базис': 'C'}"
Краска водоразбавляемая TEKNOS Akrylin для деревянных фасадов Белая полуматовая 9 л,,https://order-nn.ru/kmo/catalog/9477/354333,"{'Степень блеска поверхности': 'полуматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '7 кв.м/л', 'Расход (1 слой) - строганая древесина': '9 кв.м/л', 'Фасовка (л)': '9', 'Базис': 'PM1'}"
Краска водоразбавляемая TEKNOS Akrylin для деревянных фасадов Белая полуматовая 2.7 л,,https://order-nn.ru/kmo/catalog/9477/354332,"{'Степень блеска поверхности': 'полуматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '7 кв.м/л', 'Расход (1 слой) - строганая древесина': '9 кв.м/л', 'Фасовка (л)': '2.7', 'Базис': 'PM1'}"
Краска водоразбавляемая TEKNOS Akrylin для деревянных фасадов Белая полуматовая 0.9 л,,https://order-nn.ru/kmo/catalog/9477/354331,"{'Степень блеска поверхности': 'полуматовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'дерево', 'Тип работ': 'наружные работы', 'Бренд': 'TEKNOS', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0валик\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '7 кв.м/л', 'Расход (1 слой) - строганая древесина': '9 кв.м/л', 'Фасовка (л)': '0.9', 'Базис': 'PM1'}"
Краска акрилатная Tikkurila Pika-Teho для дерева Белая матовая 9 л,,https://order-nn.ru/kmo/catalog/9477/325888,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'дерево', 'Срок службы,': 'до 7 лет', 'Тип работ': 'наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '5 м.кв/л', 'Расход (1 слой) - строганая древесина': '8 м.кв/л', 'Фасовка (л)': '9', 'Базис': 'A'}"
Краска акрилатная Tikkurila Pika-Teho для дерева Белая матовая 0.9 л,,https://order-nn.ru/kmo/catalog/9477/324992,"{'Степень блеска поверхности': 'матовая', 'Защита от плесени, грибка': 'нет', 'Колеровка': 'ручная\xa0/\xa0автоматическая\xa0/\xa0готовый цвет', 'Тип поверхности': 'дерево', 'Срок службы,': 'до 7 лет', 'Тип работ': 'наружные работы', 'Бренд': 'Tikkurila', 'Страна производителя': 'ФИНЛЯНДИЯ', 'Цвет': 'белый', 'Состав,': 'акриловый', 'Разбавитель (растворитель)': 'вода', 'Способ нанесения': 'кисть\xa0/\xa0краскораспылитель', 'Время полного высыхания (ч)': '4', 'Рекомендованное количество слоев покрытия': '2', 'Время высыхания между слоями (ч)': '4', 'Расход (1 слой) - пиленая древесина': '5 м.кв/л', 'Расход (1 слой) - строганая древесина': '8 м.кв/л', 'Фасовка (л)': '0.9', 'Базис': 'A'}"
